area_type,location,size,total_sqft,bath,balcony,price,no_of_bedrooms,price_per_sqft
Super built-up  Area,Akshaya Nagar,3 BHK,1884,3,3,98,3,5201.698514
Super built-up  Area,Akshaya Nagar,2 BHK,1314,2,2,68.8,2,5235.920852
Super built-up  Area,Akshaya Nagar,3 BHK,1690,3,2,85,3,5029.585799
Super built-up  Area,Akshaya Nagar,2 BHK,1265,2,3,67,2,5296.442688
Super built-up  Area,Akshaya Nagar,2 BHK,1126,2,1,55,2,4884.547069
Super built-up  Area,Akshaya Nagar,3 BHK,2300,4,3,102,3,4434.782609
Super built-up  Area,Akshaya Nagar,3 BHK,1662,3,2,90,3,5415.162455
Super built-up  Area,Akshaya Nagar,3 BHK,1420,2,2,75,3,5281.690141
Super built-up  Area,Akshaya Nagar,3 BHK,1412,2,3,88,3,6232.294618
Built-up  Area,Akshaya Nagar,3 BHK,1434,3,3,84,3,5857.740586
Super built-up  Area,Akshaya Nagar,3 BHK,1890,4,2,100,3,5291.005291
Built-up  Area,Akshaya Nagar,3 Bedroom,2650,3,2,125,3,4716.981132
Super built-up  Area,Akshaya Nagar,3 BHK,1419,2,3,87,3,6131.078224
Super built-up  Area,Akshaya Nagar,2 BHK,1300,2,1,54,2,4153.846154
Super built-up  Area,Akshaya Nagar,3 BHK,1690,3,2,85,3,5029.585799
Super built-up  Area,Akshaya Nagar,2 BHK,1113,2,1,52,2,4672.057502
Super built-up  Area,Akshaya Nagar,3 BHK,1820,4,2,95,3,5219.78022
Super built-up  Area,Akshaya Nagar,2 BHK,1100,2,2,48,2,4363.636364
Super built-up  Area,Akshaya Nagar,3 BHK,1896,3,2,102,3,5379.746835
Super built-up  Area,Akshaya Nagar,2 BHK,1300,2,2,66,2,5076.923077
Super built-up  Area,Akshaya Nagar,2 BHK,1225,2,0,68,2,5551.020408
Super built-up  Area,Akshaya Nagar,2 BHK,1179,2,1,51,2,4325.699746
Super built-up  Area,Akshaya Nagar,3 BHK,1421,2,2,73,3,5137.227305
Super built-up  Area,Akshaya Nagar,3 BHK,1893,4,2,95,3,5018.489171
Built-up  Area,Akshaya Nagar,2 BHK,900,2,1,45,2,5000
Super built-up  Area,Ambalipura,2 BHK,1105,2,1,75,2,6787.330317
Super built-up  Area,Ambalipura,3 BHK,1800,3,3,110,3,6111.111111
Built-up  Area,Ambalipura,2 BHK,1150,2,2,80,2,6956.521739
Super built-up  Area,Ambalipura,2 BHK,1250,2,2,66.25,2,5300
Super built-up  Area,Ambalipura,2 BHK,1332,2,1,79,2,5930.930931
Super built-up  Area,Ambalipura,3 BHK,1730,3,1,120,3,6936.416185
Built-up  Area,Ambalipura,3 BHK,3500,3,2,198,3,5657.142857
Super built-up  Area,Ambalipura,2 BHK,1230,2,2,66.25,2,5386.178862
Super built-up  Area,Ambalipura,2 BHK,1351,2,1,77,2,5699.481865
Built-up  Area,Ambalipura,4 BHK,2550,4,2,149,4,5843.137255
Built-up  Area,Ambalipura,3 BHK,1817,3,3,102,3,5613.648872
Super built-up  Area,Ambalipura,4 BHK,2750,4,2,142,4,5163.636364
Super built-up  Area,Ambalipura,2 BHK,1303,2,2,80,2,6139.677667
Super built-up  Area,Ambalipura,3 BHK,1607,2,2,112,3,6969.508401
Super built-up  Area,Ambalipura,1 BHK,770,1,2,43.82,1,5690.909091
Super built-up  Area,Ambalipura,2 BHK,1700,2,2,76,2,4470.588235
Super built-up  Area,Ambalipura,2 BHK,1060,2,1,58.5,2,5518.867925
Built-up  Area,Ambalipura,3 BHK,1650,3,3,100,3,6060.606061
Super built-up  Area,Ambalipura,3 BHK,1607,2,2,112,3,6969.508401
Super built-up  Area,Ambalipura,2 BHK,1198,2,2,80,2,6677.796327
Super built-up  Area,Ambedkar Nagar,3 BHK,1935,4,2,130,3,6718.346253
Super built-up  Area,Ambedkar Nagar,2 BHK,1424,2,2,90,2,6320.224719
Super built-up  Area,Ambedkar Nagar,3 BHK,2225,4,2,169,3,7595.505618
Super built-up  Area,Ambedkar Nagar,3 BHK,1862,3,2,120,3,6444.683136
Super built-up  Area,Ambedkar Nagar,3 BHK,1850,4,3,139,3,7513.513514
Super built-up  Area,Ambedkar Nagar,3 BHK,1936,4,2,126,3,6508.264463
Super built-up  Area,Ambedkar Nagar,3 BHK,1862,3,2,119,3,6390.977444
Super built-up  Area,Ambedkar Nagar,2 BHK,1424,2,2,90,2,6320.224719
Super built-up  Area,Ambedkar Nagar,3 BHK,2150,4,2,125,3,5813.953488
Built-up  Area,Ambedkar Nagar,4 BHK,3530,4,2,290,4,8215.29745
Super built-up  Area,Ambedkar Nagar,3 BHK,1856,3,1,120,3,6465.517241
Super built-up  Area,Ambedkar Nagar,3 BHK,1852,3,2,130,3,7019.438445
Super built-up  Area,Ambedkar Nagar,3 BHK,1850,4,2,120,3,6486.486486
Super built-up  Area,Ambedkar Nagar,2 BHK,1367,2,2,86,2,6291.1485
Plot  Area,Ambedkar Nagar,4 Bedroom,3565,4,3,255,4,7152.875175
Super built-up  Area,Ambedkar Nagar,2 BHK,1409,2,2,95,2,6742.370476
Super built-up  Area,Ambedkar Nagar,3 BHK,1950,4,2,120,3,6153.846154
Super built-up  Area,Ambedkar Nagar,3 BHK,1921,4,3,129,3,6715.252473
Super built-up  Area,Ambedkar Nagar,3 BHK,1920,4,2,121,3,6302.083333
Super built-up  Area,Ambedkar Nagar,3 BHK,1935,4,2,125,3,6459.94832
Super built-up  Area,Ambedkar Nagar,3 BHK,1852,4,2,122,3,6587.473002
Super built-up  Area,Ambedkar Nagar,3 BHK,1950,4,2,120,3,6153.846154
Super built-up  Area,Ambedkar Nagar,3 BHK,1852,3,2,125,3,6749.460043
Super built-up  Area,Ambedkar Nagar,3 BHK,1850,4,2,121,3,6540.540541
Super built-up  Area,Ambedkar Nagar,2 BHK,1425,2,1,94,2,6596.491228
Built-up  Area,Ambedkar Nagar,3 BHK,2395,4,2,150,3,6263.048017
Super built-up  Area,Amruthahalli,2 BHK,900,2,1,40,2,4444.444444
Super built-up  Area,Amruthahalli,2 BHK,1200,2,2,55,2,4583.333333
Built-up  Area,Amruthahalli,3 Bedroom,1900,3,1,135,3,7105.263158
Built-up  Area,Amruthahalli,2 BHK,924,2,1,45,2,4870.12987
Carpet  Area,Amruthahalli,2 BHK,900,2,1,60,2,6666.666667
Built-up  Area,Amruthahalli,2 BHK,1100,2,1,45,2,4090.909091
Super built-up  Area,Amruthahalli,2 BHK,1200,2,1,55,2,4583.333333
Super built-up  Area,Amruthahalli,3 BHK,1350,2,3,63,3,4666.666667
Built-up  Area,Amruthahalli,3 BHK,1605,3,2,65,3,4049.844237
Super built-up  Area,Amruthahalli,3 BHK,1700,3,2,77,3,4529.411765
Super built-up  Area,Amruthahalli,3 BHK,1450,2,1,85,3,5862.068966
Super built-up  Area,Amruthahalli,2 BHK,1200,2,2,55,2,4583.333333
Super built-up  Area,Amruthahalli,2 BHK,1250,2,2,79,2,6320
Super built-up  Area,Amruthahalli,2 BHK,1190,2,2,50,2,4201.680672
Super built-up  Area,Amruthahalli,2 BHK,1202,2,1,65,2,5407.65391
Super built-up  Area,Amruthahalli,2 BHK,1340,2,1,75,2,5597.014925
Super built-up  Area,Amruthahalli,3 BHK,2650,4,0,175,3,6603.773585
Built-up  Area,Amruthahalli,3 BHK,1450,2,1,90,3,6206.896552
Super built-up  Area,Amruthahalli,2 BHK,1025,2,1,42,2,4097.560976
Built-up  Area,Amruthahalli,1 BHK,485,1,1,19.5,1,4020.618557
Super built-up  Area,Anandapura,2 BHK,1167,2,1,43.76,2,3749.785775
Plot  Area,Anandapura,2 Bedroom,1000,2,1,55,2,5500
Super built-up  Area,Anandapura,2 BHK,1141,2,1,42.79,2,3750.219106
Super built-up  Area,Anandapura,3 BHK,1576,3,2,59.1,3,3750
Plot  Area,Anandapura,2 Bedroom,1200,2,1,67,2,5583.333333
Plot  Area,Anandapura,2 Bedroom,1200,2,1,58,2,4833.333333
Super built-up  Area,Anandapura,2 BHK,1151,2,1,43.1,2,3744.569939
Super built-up  Area,Anandapura,2 BHK,1141,2,1,42.75,2,3746.713409
Plot  Area,Anandapura,2 Bedroom,900,2,0,48,2,5333.333333
Plot  Area,Anandapura,4 Bedroom,1749,4,0,90,4,5145.797599
Super built-up  Area,Anandapura,2 BHK,1151,2,1,42.9,2,3727.193745
Super built-up  Area,Anandapura,3 BHK,1576,3,2,58,3,3680.203046
Built-up  Area,Anandapura,2 BHK,1250,2,2,45,2,3600
Super built-up  Area,Anandapura,2 BHK,1151,2,1,43.16,2,3749.782798
Built-up  Area,Anandapura,2 Bedroom,1200,2,0,58,2,4833.333333
Plot  Area,Anandapura,3 Bedroom,1200,2,0,66,3,5500
Plot  Area,Anandapura,3 Bedroom,1415,2,1,74,3,5229.681979
Super built-up  Area,Anandapura,2 BHK,1200,2,1,50,2,4166.666667
Super built-up  Area,Anandapura,2 BHK,1141,2,1,50,2,4382.120947
Super built-up  Area,Anandapura,3 BHK,1576,3,2,58.7,3,3724.619289
Super built-up  Area,Ananth Nagar,1 BHK,500,1,1,14,1,2800
Super built-up  Area,Ananth Nagar,2 BHK,1100,2,2,31.5,2,2863.636364
Super built-up  Area,Ananth Nagar,2 BHK,982,2,2,24.55,2,2500
Super built-up  Area,Ananth Nagar,1 BHK,500,2,2,14,1,2800
Super built-up  Area,Ananth Nagar,2 BHK,900,2,2,22.5,2,2500
Super built-up  Area,Ananth Nagar,2 BHK,908,2,1,26,2,2863.436123
Super built-up  Area,Ananth Nagar,2 BHK,870,2,2,36,2,4137.931034
Super built-up  Area,Ananth Nagar,2 BHK,937,2,1,35,2,3735.325507
Built-up  Area,Ananth Nagar,2 BHK,960,2,3,37,2,3854.166667
Super built-up  Area,Ananth Nagar,1 BHK,500,1,1,14,1,2800
Super built-up  Area,Ananth Nagar,2 BHK,1000,2,1,29.7,2,2970
Built-up  Area,Ananth Nagar,2 BHK,850,2,1,25.99,2,3057.647059
Super built-up  Area,Ananth Nagar,2 BHK,902,2,1,25.26,2,2800.443459
Built-up  Area,Ananth Nagar,3 BHK,1470,3,2,54,3,3673.469388
Built-up  Area,Ananth Nagar,2 BHK,810,2,1,25.5,2,3148.148148
Super built-up  Area,Ananth Nagar,2 BHK,890,2,1,27,2,3033.707865
Super built-up  Area,Ananth Nagar,2 BHK,1200,2,1,36,2,3000
Super built-up  Area,Ananth Nagar,3 BHK,1319,3,1,37.75,3,2862.016679
Super built-up  Area,Ananth Nagar,3 BHK,1319,3,1,42,3,3184.230478
Super built-up  Area,Ananth Nagar,2 BHK,1000,2,3,25,2,2500
Super built-up  Area,Ananth Nagar,2 BHK,902,2,2,25,2,2771.618625
Super built-up  Area,Ananth Nagar,2 BHK,930,2,1,25.99,2,2794.623656
Super built-up  Area,Ananth Nagar,2 BHK,1074,2,2,26.85,2,2500
Super built-up  Area,Ananth Nagar,1 BHK,500,1,1,14,1,2800
Super built-up  Area,Ananth Nagar,2 BHK,1010,2,2,38,2,3762.376238
Super built-up  Area,Ananth Nagar,2 BHK,992,2,2,24.8,2,2500
Plot  Area,Anekal,2 Bedroom,1200,1,1,36,2,3000
Super built-up  Area,Anekal,2 BHK,656,2,1,22,2,3353.658537
Super built-up  Area,Anekal,2 BHK,620,2,1,22,2,3548.387097
Super built-up  Area,Anekal,1 BHK,600,1,1,16.5,1,2750
Super built-up  Area,Anekal,2 BHK,925,2,1,40,2,4324.324324
Super built-up  Area,Anekal,1 BHK,530,1,1,18,1,3396.226415
Plot  Area,Anekal,3 Bedroom,1800,3,2,68,3,3777.777778
Plot  Area,Anekal,2 Bedroom,1200,1,1,36,2,3000
Built-up  Area,Anekal,1 RK,351,1,1,16,1,4558.404558
Super built-up  Area,Anekal,2 BHK,1035,2,2,38.3,2,3700.483092
Super built-up  Area,Anekal,2 BHK,888,2,1,34,2,3828.828829
Plot  Area,Anekal,2 Bedroom,1200,2,1,36.1,2,3008.333333
Built-up  Area,Anekal,2 BHK,700,1,0,19.4,2,2771.428571
Plot  Area,Anekal,2 Bedroom,1200,1,1,36,2,3000
Plot  Area,Anekal,4 Bedroom,1200,2,1,36,4,3000
Super built-up  Area,Anekal,2 BHK,766,2,2,28,2,3655.35248
Built-up  Area,Anekal,3 BHK,967,2,1,45,3,4653.567735
Built-up  Area,Anekal,2 BHK,620,1,1,23.5,2,3790.322581
Super built-up  Area,Anekal,3 BHK,1150,3,2,45,3,3913.043478
Plot  Area,Anekal,2 Bedroom,1200,1,1,36,2,3000
Plot  Area,Anekal,2 Bedroom,1200,1,1,36,2,3000
Built-up  Area,Anekal,1 BHK,400,1,1,11.5,1,2875
Super built-up  Area,Anekal,1 BHK,456,1,1,15,1,3289.473684
Plot  Area,Anekal,2 Bedroom,1200,1,1,36,2,3000
Plot  Area,Anekal,2 Bedroom,1200,1,1,36,2,3000
Plot  Area,Anekal,3 Bedroom,2400,4,0,95,3,3958.333333
Plot  Area,Anekal,2 Bedroom,1200,2,1,36.1,2,3008.333333
Plot  Area,Anekal,2 Bedroom,1200,2,1,36.1,2,3008.333333
Super built-up  Area,Anekal,2 BHK,680,1,1,21,2,3088.235294
Built-up  Area,Anekal,1 BHK,420,1,1,12.5,1,2976.190476
Super built-up  Area,Anekal,2 BHK,614,1,1,28,2,4560.260586
Super built-up  Area,Anekal,2 BHK,1140,2,2,52,2,4561.403509
Super built-up  Area,Anekal,2 BHK,625,1,1,25,2,4000
Built-up  Area,Anjanapura,4 BHK,1850,4,2,86,4,4648.648649
Super built-up  Area,Anjanapura,2 BHK,1070,2,2,39,2,3644.859813
Plot  Area,Anjanapura,3 Bedroom,1500,3,1,121,3,8066.666667
Super built-up  Area,Anjanapura,2 BHK,1070,2,2,37,2,3457.943925
Super built-up  Area,Anjanapura,2 BHK,950,2,1,40,2,4210.526316
Built-up  Area,Anjanapura,3 BHK,1280,2,2,45,3,3515.625
Super built-up  Area,Anjanapura,2 BHK,710,2,0,25,2,3521.126761
Super built-up  Area,Anjanapura,3 BHK,1347,2,1,37.72,3,2800.296956
Built-up  Area,Anjanapura,2 BHK,950,2,0,32,2,3368.421053
Super built-up  Area,Anjanapura,4 BHK,1800,4,2,55,4,3055.555556
Super built-up  Area,Anjanapura,3 BHK,1843,3,1,87.54,3,4749.864352
Super built-up  Area,Anjanapura,2 BHK,1076,2,1,30.13,2,2800.185874
Built-up  Area,Anjanapura,2 BHK,950,2,0,30,2,3157.894737
Super built-up  Area,Ardendale,3 BHK,1750,3,2,100,3,5714.285714
Built-up  Area,Ardendale,4 BHK,3198,4,3,200,4,6253.908693
Super built-up  Area,Ardendale,4 BHK,2422,4,2,160,4,6606.110652
Super built-up  Area,Ardendale,3 BHK,1750,3,3,100,3,5714.285714
Plot  Area,Ardendale,4 Bedroom,3200,4,1,205,4,6406.25
Super built-up  Area,Ardendale,3 BHK,1728,3,2,95,3,5497.685185
Super built-up  Area,Ardendale,4 BHK,2062,3,2,140,4,6789.524733
Super built-up  Area,Ardendale,3 BHK,1732.46,3,2,92,3,5310.367916
Super built-up  Area,Ardendale,4 BHK,2062,3,2,150,4,7274.490786
Built-up  Area,Ardendale,4 BHK,2800,4,2,140,4,5000
Super built-up  Area,Ardendale,2 BHK,1224,2,2,70,2,5718.954248
Super built-up  Area,Ardendale,3 BHK,1777.26,3,2,105,3,5907.970696
Super built-up  Area,Ardendale,3 BHK,1650,3,3,82,3,4969.69697
Super built-up  Area,Ardendale,4 BHK,2062,3,2,140,4,6789.524733
Built-up  Area,Ardendale,3 BHK,1650,3,3,82,3,4969.69697
Super built-up  Area,Ardendale,2 BHK,1224,2,2,67,2,5473.856209
Super built-up  Area,Ardendale,3 BHK,1723,3,2,95,3,5513.639002
Super built-up  Area,Ardendale,3 BHK,1777.26,3,2,89,3,5007.708495
Super built-up  Area,Ardendale,3 BHK,1777.26,3,2,92,3,5176.507658
Super built-up  Area,Arekere,2 BHK,1222,2,2,45,2,3682.487725
Super built-up  Area,Arekere,3 BHK,2060,3,2,140,3,6796.116505
Built-up  Area,Arekere,2 BHK,920,2,1,40,2,4347.826087
Built-up  Area,Arekere,3 BHK,1740,2,2,95,3,5459.770115
Built-up  Area,Arekere,2 BHK,1190,2,2,55,2,4621.848739
Built-up  Area,Arekere,1 BHK,600,1,1,28,1,4666.666667
Super built-up  Area,Arekere,3 BHK,2072,3,2,108,3,5212.355212
Super built-up  Area,Arekere,2 BHK,1100,2,2,55,2,5000
Super built-up  Area,Arekere,2 BHK,900,2,3,50,2,5555.555556
Super built-up  Area,Arekere,4 BHK,2710,6,2,142,4,5239.852399
Super built-up  Area,Arekere,2 BHK,1240,2,2,60,2,4838.709677
Super built-up  Area,Arekere,2 BHK,900,2,1,44.5,2,4944.444444
Super built-up  Area,Attibele,1 BHK,450,1,1,11,1,2444.444444
Built-up  Area,Attibele,4 Bedroom,1600,4,0,52.8,4,3300
Built-up  Area,Attibele,2 BHK,656,2,1,25,2,3810.97561
Built-up  Area,Attibele,1 BHK,400,1,1,11,1,2750
Built-up  Area,Attibele,1 BHK,400,1,1,12,1,3000
Built-up  Area,Attibele,1 BHK,400,1,1,14,1,3500
Super built-up  Area,Attibele,1 BHK,500,1,1,17,1,3400
Plot  Area,Attibele,4 Bedroom,2168,4,2,95,4,4381.918819
Built-up  Area,Attibele,1 BHK,395,1,1,10.25,1,2594.936709
Built-up  Area,Attibele,1 BHK,420,1,1,17,1,4047.619048
Super built-up  Area,Attibele,3 BHK,1639,2,1,40.98,3,2500.305064
Built-up  Area,Attibele,1 BHK,418,1,1,12,1,2870.813397
Built-up  Area,Attibele,2 BHK,1200,2,2,42,2,3500
Super built-up  Area,Attibele,1 BHK,400,1,1,10,1,2500
Super built-up  Area,Attibele,2 BHK,695,1,1,25,2,3597.122302
Super built-up  Area,Attibele,2 BHK,850,1,1,25,2,2941.176471
Built-up  Area,Attibele,3 Bedroom,2400,3,3,120,3,5000
Built-up  Area,Attibele,1 BHK,450,1,1,12.5,1,2777.777778
Super built-up  Area,Attibele,2 BHK,995,1,1,24.88,2,2500.502513
Super built-up  Area,Attibele,2 BHK,900,1,1,25,2,2777.777778
Super built-up  Area,Attibele,2 BHK,1174,2,1,29.35,2,2500
Super built-up  Area,Attibele,1 BHK,782,1,0,19.55,1,2500
Super built-up  Area,Attibele,2 BHK,1175,2,1,29.38,2,2500.425532
Super built-up  Area,Attibele,2 BHK,656,2,1,25,2,3810.97561
Built-up  Area,Attibele,1 BHK,400,1,1,11.5,1,2875
Carpet  Area,Attibele,1 BHK,460,1,1,13,1,2826.086957
Super built-up  Area,Attibele,1 BHK,418,2,1,11.5,1,2751.196172
Plot  Area,Attibele,2 Bedroom,1000,2,1,42,2,4200
Super built-up  Area,Attibele,1 BHK,550,1,1,11.5,1,2090.909091
Super built-up  Area,Attibele,2 BHK,996,2,1,24.9,2,2500
Built-up  Area,Attibele,1 BHK,410,1,1,10,1,2439.02439
Plot  Area,Attibele,3 Bedroom,1700,3,1,65,3,3823.529412
Super built-up  Area,Attibele,1 BHK,400,1,1,10.25,1,2562.5
Super built-up  Area,Attibele,2 BHK,656,2,1,25,2,3810.97561
Plot  Area,Attibele,3 Bedroom,1500,3,2,90,3,6000
Built-up  Area,Attibele,1 BHK,520,1,1,15,1,2884.615385
Super built-up  Area,BEML Layout,2 BHK,1060,2,1,55,2,5188.679245
Super built-up  Area,BEML Layout,3 BHK,2000,3,2,85,3,4250
Built-up  Area,BEML Layout,2 BHK,999,2,3,45,2,4504.504505
Plot  Area,BEML Layout,5 Bedroom,2400,4,1,225,5,9375
Super built-up  Area,BEML Layout,3 BHK,2000,2,2,85,3,4250
Super built-up  Area,BEML Layout,2 BHK,1194,2,1,65,2,5443.886097
Super built-up  Area,BEML Layout,2 BHK,1200,2,2,67,2,5583.333333
Plot  Area,BEML Layout,2 Bedroom,2400,2,1,228,2,9500
Super built-up  Area,BEML Layout,3 BHK,2000,3,2,85,3,4250
Super built-up  Area,BEML Layout,3 BHK,2000,3,2,85,3,4250
Super built-up  Area,BEML Layout,2 BHK,1194,2,1,65,2,5443.886097
Plot  Area,BTM 2nd Stage,3 Bedroom,1260,5,1,185,3,14682.53968
Carpet  Area,BTM 2nd Stage,2 BHK,950,2,1,52,2,5473.684211
Built-up  Area,BTM 2nd Stage,3 BHK,1850,3,2,170,3,9189.189189
Super built-up  Area,BTM 2nd Stage,2 BHK,1200,2,2,80,2,6666.666667
Super built-up  Area,BTM 2nd Stage,2 BHK,1274,2,2,70,2,5494.505495
Super built-up  Area,BTM 2nd Stage,3 BHK,1250,3,1,50,3,4000
Super built-up  Area,BTM 2nd Stage,2 BHK,1070,2,1,48,2,4485.981308
Built-up  Area,BTM 2nd Stage,2 BHK,1280,2,2,80,2,6250
Built-up  Area,BTM 2nd Stage,2 BHK,1100,2,2,70,2,6363.636364
Super built-up  Area,BTM 2nd Stage,2 BHK,1000,2,2,58,2,5800
Plot  Area,BTM 2nd Stage,5 Bedroom,2990,5,3,416,5,13913.04348
Super built-up  Area,BTM 2nd Stage,2 BHK,1265,2,2,55,2,4347.826087
Super built-up  Area,BTM 2nd Stage,3 BHK,2200,3,3,220,3,10000
Super built-up  Area,BTM 2nd Stage,3 BHK,2780,4,1,325,3,11690.64748
Plot  Area,BTM 2nd Stage,3 Bedroom,2400,2,0,360,3,15000
Super built-up  Area,BTM 2nd Stage,2 BHK,965,2,2,56,2,5803.108808
Super built-up  Area,BTM 2nd Stage,2 BHK,1147,2,1,75,2,6538.796861
Built-up  Area,BTM 2nd Stage,3 BHK,1750,3,3,172,3,9828.571429
Super built-up  Area,BTM 2nd Stage,2 BHK,1400,2,3,90,2,6428.571429
Super built-up  Area,BTM 2nd Stage,2 BHK,1200,2,2,70,2,5833.333333
Super built-up  Area,BTM 2nd Stage,2 BHK,1100,2,2,47,2,4272.727273
Super built-up  Area,BTM 2nd Stage,2 BHK,930,2,2,46,2,4946.236559
Super built-up  Area,BTM 2nd Stage,3 BHK,1265,2,3,55,3,4347.826087
Super built-up  Area,BTM 2nd Stage,3 BHK,2500,3,2,345,3,13800
Super built-up  Area,BTM Layout,2 BHK,1150,2,2,63,2,5478.26087
Built-up  Area,BTM Layout,6 Bedroom,3300,6,3,165,6,5000
Built-up  Area,BTM Layout,3 BHK,1450,2,2,81,3,5586.206897
Super built-up  Area,BTM Layout,3 BHK,1776,2,3,75,3,4222.972973
Super built-up  Area,BTM Layout,3 BHK,1458,3,2,79,3,5418.381344
Built-up  Area,BTM Layout,2 BHK,935,2,1,51.5,2,5508.02139
Super built-up  Area,BTM Layout,2 BHK,1020,2,1,46.5,2,4558.823529
Super built-up  Area,BTM Layout,3 BHK,1600,3,2,112,3,7000
Built-up  Area,BTM Layout,3 BHK,1300,2,1,75,3,5769.230769
Built-up  Area,BTM Layout,3 BHK,1540,2,2,78,3,5064.935065
Super built-up  Area,BTM Layout,1 BHK,450,1,1,20,1,4444.444444
Super built-up  Area,BTM Layout,2 BHK,1196,2,2,56.81,2,4750
Super built-up  Area,BTM Layout,3 BHK,1470,2,2,99,3,6734.693878
Super built-up  Area,Babusapalaya,3 BHK,1358,2,1,43.4,3,3195.876289
Super built-up  Area,Babusapalaya,3 BHK,1213,2,2,41.39,3,3412.201154
Super built-up  Area,Babusapalaya,3 BHK,1611,2,2,66,3,4096.834264
Super built-up  Area,Babusapalaya,3 BHK,1167,2,2,39.98,3,3425.87832
Super built-up  Area,Babusapalaya,3 BHK,1675,3,3,75,3,4477.61194
Super built-up  Area,Babusapalaya,2 BHK,1141,2,1,46,2,4031.551271
Built-up  Area,Babusapalaya,2 BHK,1500,2,2,57,2,3800
Built-up  Area,Babusapalaya,3 BHK,1453,2,2,43.59,3,3000
Super built-up  Area,Babusapalaya,2 BHK,1050,2,3,45,2,4285.714286
Super built-up  Area,Babusapalaya,2 BHK,1141,2,1,45.9,2,4022.787029
Super built-up  Area,Babusapalaya,3 BHK,1358,2,1,43.1,3,3173.784978
Super built-up  Area,Babusapalaya,3 BHK,1230,3,3,53,3,4308.943089
Built-up  Area,Babusapalaya,2 BHK,1105,2,1,40,2,3619.909502
Super built-up  Area,Babusapalaya,3 BHK,1410,2,3,65,3,4609.929078
Super built-up  Area,Babusapalaya,2 BHK,1450,2,1,55.99,2,3861.37931
Super built-up  Area,Babusapalaya,2 BHK,1100,2,2,38,2,3454.545455
Super built-up  Area,Babusapalaya,3 BHK,1213,2,1,36.37,3,2998.351195
Super built-up  Area,Babusapalaya,2 BHK,1061,2,1,33.84,2,3189.443921
Super built-up  Area,Babusapalaya,2 BHK,1061,2,1,38.95,2,3671.065033
Super built-up  Area,Babusapalaya,2 BHK,1061,2,1,34,2,3204.524034
Super built-up  Area,Babusapalaya,2 BHK,1245,2,2,58,2,4658.634538
Super built-up  Area,Badavala Nagar,3 BHK,1494,2,2,94.55,3,6328.647925
Super built-up  Area,Badavala Nagar,2 BHK,1274,2,1,81,2,6357.927786
Super built-up  Area,Badavala Nagar,3 BHK,1842,3,2,115,3,6243.213898
Super built-up  Area,Badavala Nagar,3 BHK,1494,2,2,94.55,3,6328.647925
Super built-up  Area,Badavala Nagar,2 BHK,1274,2,1,81,2,6357.927786
Super built-up  Area,Badavala Nagar,3 BHK,1494,2,2,94.55,3,6328.647925
Super built-up  Area,Badavala Nagar,3 BHK,1842,3,2,115,3,6243.213898
Super built-up  Area,Badavala Nagar,3 BHK,1842,3,2,115,3,6243.213898
Super built-up  Area,Badavala Nagar,3 BHK,1842,3,2,115,3,6243.213898
Super built-up  Area,Balagere,2 BHK,1210,2,1,80.9,2,6685.950413
Super built-up  Area,Balagere,2 BHK,1210,2,1,72,2,5950.413223
Super built-up  Area,Balagere,2 BHK,1205,2,1,78.5,2,6514.522822
Super built-up  Area,Balagere,1 BHK,790.5,1,0,41.9,1,5300.442758
Super built-up  Area,Balagere,2 BHK,1145,2,2,65,2,5676.855895
Super built-up  Area,Balagere,2 BHK,1012,2,1,54.59,2,5394.268775
Super built-up  Area,Balagere,2 BHK,1020.07,2,1,68.38,2,6703.461527
Super built-up  Area,Balagere,2 BHK,1205.47,2,1,81,2,6719.370868
Super built-up  Area,Balagere,2 BHK,1007,2,1,65,2,6454.816286
Super built-up  Area,Balagere,2 BHK,1205,2,1,70,2,5809.128631
Super built-up  Area,Balagere,2 BHK,1210,2,1,74,2,6115.702479
Super built-up  Area,Balagere,2 BHK,1210,2,1,83,2,6859.504132
Built-up  Area,Balagere,1 BHK,675,1,1,45,1,6666.666667
Super built-up  Area,Balagere,1 BHK,656,1,1,43,1,6554.878049
Super built-up  Area,Balagere,2 BHK,1012,2,1,54.59,2,5394.268775
Super built-up  Area,Balagere,2 BHK,1012,2,1,64,2,6324.110672
Super built-up  Area,Balagere,2 BHK,1007,2,1,62,2,6156.901688
Built-up  Area,Balagere,2 BHK,1007,2,1,67,2,6653.426018
Super built-up  Area,Balagere,2 BHK,1007,2,1,66,2,6554.121152
Super built-up  Area,Balagere,2 BHK,1205,2,1,63.86,2,5299.585062
Super built-up  Area,Balagere,2 BHK,1012,2,1,53.58,2,5294.466403
Super built-up  Area,Balagere,1 BHK,645,1,1,34.18,1,5299.224806
Super built-up  Area,Balagere,2 BHK,1007,2,1,53,2,5263.157895
Super built-up  Area,Balagere,2 BHK,1210,2,1,69,2,5702.479339
Super built-up  Area,Balagere,1 BHK,790.5,1,0,42.295,1,5350.411132
Super built-up  Area,Balagere,2 BHK,1012,2,1,65,2,6422.924901
Super built-up  Area,Balagere,1 BHK,656,1,1,38.77,1,5910.060976
Super built-up  Area,Balagere,1 BHK,645,1,1,39,1,6046.511628
Built-up  Area,Balagere,1 BHK,645,1,1,41,1,6356.589147
Super built-up  Area,Balagere,2 BHK,1210,2,1,82,2,6776.859504
Super built-up  Area,Balagere,1 BHK,656,1,1,34.77,1,5300.304878
